new_agreementnumber	new_effectivedate	new_expirydate	new_settlementdate	new_jurprov	new_jurisdictioncode	new_employeecount	new_naicscodeid_firsttwodigit	new_publicprivate	new_naicscodeid	new_summaryreportavailabilityindicator	new_province	new_provinceenglish	new_provincefrench	new_citynameenglish	new_citynamefrench	new_cityprovincenameenglish	new_cityprovincenamefrench	new_unionid	new_unionnameenglish	new_unionnamefrench	new_affiliationtext	new_unionacronymenglish	new_unionacronymfrench	new_noccodeid	new_name_e	new_name_f	new_companyofficialnameeng	new_companyofficialnamefra	new_currentagreementindicator
12864-06	2017-02-16	2021-02-15	2017-04-03	F20	20	25	48	Private	484122	No	24	Quebec		Val-d'Or	Val-d'Or	Quebec	Québec	320	United Food and Commercial Workers Canada	Travailleurs et travailleuses unis de l'alimentation et du commerce du Canada	16	CtW/CLC	CtW/CLC	7511	7511 - Transport truck drivers	7511 - Conducteurs/conductrices de camions de transport	Transport Kepa Inc. Division Transport Legault	Transport Kepa inc. Division Transport Legault	Current
12866-06	2015-01-03	2018-01-02	2015-05-29	F20	20	5	11	Private	11119	No	35	Ontario		Owen Sound	Owen Sound	Ontario	Ontario	320	United Food and Commercial Workers Canada	Travailleurs et travailleuses unis de l'alimentation et du commerce du Canada	16	CtW/CLC	CtW/CLC	8431	8431 - General farm workers	8431 - Ouvriers/ouvrières agricoles	Great Lakes Elevator Company Limited	Great Lakes Elevator Company Limited	Active
12868-04	2014-09-16	2019-09-15	2015-04-30	F20	20	15	72	Private	722511	No	24	Quebec		Sept-Îles	Sept-Îles	Quebec	Québec	420	Teamsters Canada	Teamsters Canada	16	CtW/CLC	CtW/CLC	6711	6711 - Food counter attendants, kitchen helpers and related support occupations	6711 - Serveurs/serveuses au comptoir, aides de cuisine et personnel de soutien assimilé	Aramark Québec Inc.	Aramark Québec Inc.	Current
12874-05	2014-01-01	2016-12-31	2015-02-05	F20	20	63	22	Private	221122	No	60	Yukon Territory		Province wide	à l'échelle de la province	Yukon Territory	Yukon	599	Public Service Alliance of Canada	Alliance de la Fonction publique du Canada	3	CLC	CTC	7242	7242 - Industrial electricians	7242 - Électriciens industriels/électriciennes industrielles	Yukon Energy Corporation	Yukon Energy Corporation	Active
12875-05	2014-08-27	2018-08-26	2015-06-24	F20	20	27	48	Private	488119	No	59	British Columbia		Kamloops	Kamloops	British Columbia	Colombie-Britannique	599	Public Service Alliance of Canada	Alliance de la Fonction publique du Canada	3	CLC	CTC	7	7 - Trades, transport and equipment operators and related occupations	7 - Métiers, transport, machinerie et domaines apparentés	Kamloops Airport Ltd.	Kamloops Airport Ltd.	Current
12877-05	2014-01-01	2016-12-31	2014-01-01	F20	20	26	91	Public	914110	No	62	Nunavut		Arctic Bay	Arctic Bay	Nunavut	Nunavut	599	Public Service Alliance of Canada	Alliance de la Fonction publique du Canada	3	CLC	CTC	1224	1224 - Property administrators	1224 - Agents/agentes de gestion immobilière	Hamlet of Arctic Bay	Hamlet of Arctic Bay	Active
12879-06	2015-01-01	2017-12-31	2015-02-06	F20	20	89	23	Private	237310	No	61	Northwest Territories		Province wide	à l'échelle de la province	Northwest Territories	Territoires du Nord-Ouest	530	Christian Labour Association of Canada	Association Chrétienne du travail du Canada	8	Independent-natl.	Synd. ind. national	7611	7611 - Construction trades helpers and labourers	7611 - Aides de soutien des métiers et manoeuvres en construction	Nuna Contracting Ltd.	Nuna Contracting Ltd.	Active
12880-06	2015-01-01	2017-12-31	2015-02-06	F20	20	89	23	Private	237310	No	61	Northwest Territories		Province wide	à l'échelle de la province	Northwest Territories	Territoires du Nord-Ouest	530	Christian Labour Association of Canada	Association Chrétienne du travail du Canada	8	Independent-natl.	Synd. ind. national	7271	7271 - Carpenters	7271 - Charpentiers-menuisiers/charpentières-menuisières	Nuna Contracting Ltd.	Nuna Contracting Ltd.	Active
12881-06	2015-01-01	2017-12-31	2015-02-06	F20	20	6	23	Private	237310	No	61	Northwest Territories		Province wide	à l'échelle de la province	Northwest Territories	Territoires du Nord-Ouest	530	Christian Labour Association of Canada	Association Chrétienne du travail du Canada	8	Independent-natl.	Synd. ind. national	7611	7611 - Construction trades helpers and labourers	7611 - Aides de soutien des métiers et manoeuvres en construction	Nuna Contracting Ltd.	Nuna Contracting Ltd.	Active
12882-07	2014-09-01	2016-08-31	2015-03-03	F20	20	95	62	Public	623110	No	35	Ontario		Thunder Bay	Thunder Bay	Ontario	Ontario	599	Public Service Alliance of Canada	Alliance de la Fonction publique du Canada	3	CLC	CTC	3	3 - Health occupations	3 - Secteur de la santé	Wequedong Lodge of Thunder Bay	Wequedong Lodge of Thunder Bay	Active
12883-05	2015-11-01	2018-10-31	2016-02-23	F20	20	130	48	Private	4841	Yes	59	British Columbia		Abbotsford	Abbotsford	British Columbia	Colombie-Britannique	530	Christian Labour Association of Canada	Association Chrétienne du travail du Canada	8	Independent-natl.	Synd. ind. national	7511	7511 - Transport truck drivers	7511 - Conducteurs/conductrices de camions de transport	Vedder Transport Ltd.	Vedder Transport Ltd.	Current
12888-06	2014-11-07	2019-11-06		F21	21	50	23	Public	237310	No	35	Ontario		Point Edward	Point Edward	Ontario	Ontario	599	Public Service Alliance of Canada	Alliance de la Fonction publique du Canada	3	CLC	CTC	7	7 - Trades, transport and equipment operators and related occupations	7 - Métiers, transport, machinerie et domaines apparentés	Blue Water Bridge Canada	Blue Water Bridge Canada	Current
12894-06	2012-03-16	2014-03-15	2012-03-16	F23	23	0	71	Public	711190	No	24	Quebec		Montréal	Montréal	Quebec	Québec	535	Union des artistes	Union des artistes	3	CLC	CTC	5226	5226 - Other technical and co-ordinating occupations in motion pictures, broadcasting and the perfor	5226 - Autre personnel technique et personnel de coordination du cinéma, de la radiotélédiffusion et	Groupe TVA Inc., TVA Production Inc. et TVA Production II Inc.	Groupe TVA Inc., TVA Production Inc. et TVA Production II Inc.	Active
12895-04	2013-02-20	2014-08-04	2013-02-20	F10	10	3760	91	Public	911910	Yes	99	Multiprovince		Canada wide	à l'échelle du Canada	Multiprovince	Multiprovince	599	Public Service Alliance of Canada	Alliance de la Fonction publique du Canada	3	CLC	CTC	1221	1221 - Administrative officers	1221 - Agents/agentes d'administration	Parks Canada Agency	Agence Parcs Canada	Active
12904-04	2015-05-01	2018-11-30		F20	20	80	51	Private	517910	No	99	Multiprovince		Montréal	Montréal	Quebec	Québec	606	Unifor	Unifor	3	CLC	CTC	1411	1411 - General office support workers	1411 - Employés de soutien de bureau généraux/employées de soutien de bureau générales	Bell Information Communications Technology (Bell ICT)	Bell technologie, information et communications (Bell TIC)	Current
12908-04	2014-03-07	2017-09-30	2014-03-07	F20	20	14	48	Private	481	Yes	12	Nova Scotia		Cape Breton	Cape Breton	Nova Scotia	Nouvelle-Écosse	599	Public Service Alliance of Canada	Alliance de la Fonction publique du Canada	3	CLC	CTC	7531	7531 - Railway yard and track maintenance workers	7531 - Ouvriers/ouvrières de gares de triage et à l'entretien de la voie ferrée	Sydney Airport Authority	Sydney Airport Authority	Active
12910-03	2014-05-07	2019-05-06	2014-07-29	F20	20	17	51	Private	515120	No	24	Quebec		Carleton-sur-Mer	Carleton-sur-Mer	Quebec	Québec	682	Fédération nationale des communications	Fédération nationale des communications	4	CSN	CSN	5225	5225 - Audio and video recording technicians	5225 - Techniciens/techniciennes en enregistrement audio et vidéo	CHAU-TV Communications Ltée	CHAU-TV Communications Ltée	Current
12911-04	2011-01-01	2014-12-31	2011-01-01	F20	20	32	56	Private	561621	No	35	Ontario		Ottawa	Ottawa	Ontario	Ontario	363	Amalgamated Transit Union	Syndicat uni du transport	1	AFL-CIO/CLC	FAT-COI/CTC	6541	6541 - Security guards and related security service occupations	6541 - Agents/agentes de sécurité et personnel assimilé des services de sécurité	Royal Canadian Mint	Monnaie Royale Candienne	Active
12914-06	2014-04-06	2015-03-31	2014-04-06	F20	20	15	48	Private	484110	No	24	Quebec		Montréal	Montréal	Quebec	Québec	2753	Association des camionneurs artisans de Paul Lafrance Transport inc.	Association des camionneurs artisans de Paul Lafrance Transport inc.	9	Independent-local	Synd. ind. local	7511	7511 - Transport truck drivers	7511 - Conducteurs/conductrices de camions de transport	Paul Lafrance Transport Inc.	Paul Lafrance Tranport inc.	Active
12918-04	2012-01-16	2017-01-15	2012-01-16	F20	20	90	51	Private	515120	No	35	Ontario		Kitchener	Kitchener	Ontario	Ontario	439	Communications, Energy and Paperworkers Union of Canada	Syndicat canadien des communications, de l'énergie et du papier	3	CLC	CTC	5225	5225 - Audio and video recording technicians	5225 - Techniciens/techniciennes en enregistrement audio et vidéo	CTV Kitchener, Division of Bell Media Inc.	CTV Kitchener, Division of Bell Media Inc.	Active
12920-04	2012-02-10	2015-02-09	2014-09-25	F10	10	1360	91	Public	911110	Yes	35	Ontario		Ottawa	Ottawa	Ontario	Ontario	599	Public Service Alliance of Canada	Alliance de la Fonction publique du Canada	3	CLC	CTC	1221	1221 - Administrative officers	1221 - Agents/agentes d'administration	Communications Security Establishment Canada	Centre de la sécurité des télécommunications Canada	Active
12925-04	2013-07-01	2014-08-31	2013-07-01	F22	22	0	71	Public	7111	No	35	Ontario		Ottawa	Ottawa	Ontario	Ontario	103	Canadian Actors' Equity Association	Association canadienne des artistes de la scène	3	CLC	CTC	5232	5232 - Other performers, n.e.c.	5232 - Autres artistes de spectacle, n.c.a.	National Arts Centre	Société du centre national des arts	Active
12926-05	2015-02-01	2019-01-31	2014-12-12	F20	20	150	48	Private	488119	Yes	12	Nova Scotia		Halifax	Halifax	Nova Scotia	Nouvelle-Écosse	599	Public Service Alliance of Canada	Alliance de la Fonction publique du Canada	3	CLC	CTC	1211	1211 - Supervisors, general office and administrative support workers	1211 - Superviseurs/superviseures de commis de bureau et du personnel de soutien administratif	Halifax International Airport Authority	Halifax International Airport Authority	Current
12927-04	2011-04-01	2014-03-31	2011-04-01	F10	10	43	91	Public	91191	No	35	Ontario		Ottawa	Ottawa	Ontario	Ontario	599	Public Service Alliance of Canada	Alliance de la Fonction publique du Canada	3	CLC	CTC	1211	1211 - Supervisors, general office and administrative support workers	1211 - Superviseurs/superviseures de commis de bureau et du personnel de soutien administratif	Social Sciences and Humanities Research Council	Conseil Recherches Sciences Humaines	Active
12928-04	2011-04-01	2014-03-31	2011-12-13	F10	10	220	91	Public	911910	Yes	99	Multiprovince		Canada wide	à l'échelle du Canada	Multiprovince	Multiprovince	599	Public Service Alliance of Canada	Alliance de la Fonction publique du Canada	3	CLC	CTC	1221	1221 - Administrative officers	1221 - Agents/agentes d'administration	Social Sciences and Humanities Research Council	Conseil Recherches Science Humaines	Active
12930-09	2013-01-01	2016-12-31	2014-04-21	F20	20	75	48	Private	488310	No	35	Ontario		Toronto	Toronto	Ontario	Ontario	600	Canadian Union of Public Employees	Syndicat canadien de la fonction publique	3	CLC	CTC	7611	7611 - Construction trades helpers and labourers	7611 - Aides de soutien des métiers et manoeuvres en construction	Toronto Port Authority	Toronto Port Authority	Active
12938-04	2014-04-01	2019-03-31	2014-04-02	F20	20	280	56	Private	561110	Yes	10	Newfoundland and Labrador		Happy Valley-Goose Bay	Happy Valley-Goose Bay	Newfoundland and Labrador	Terre-Neuve-et-Labrador	599	Public Service Alliance of Canada	Alliance de la Fonction publique du Canada	3	CLC	CTC	1211	1211 - Supervisors, general office and administrative support workers	1211 - Superviseurs/superviseures de commis de bureau et du personnel de soutien administratif	Serco Canada Inc.	Serco Canada Inc.	Current
12943-04	2012-04-01	2017-03-31	2012-04-01	F20	20	34	91	Public	914110	No	47	Saskatchewan		Fort Qu'Appelle	Fort Qu'Appelle	Saskatchewan	Saskatchewan	599	Public Service Alliance of Canada	Alliance de la Fonction publique du Canada	3	CLC	CTC	3	3 - Health occupations	3 - Secteur de la santé	All Nations Healing Hospital Inc.	All Nations Healing Hospital Inc.	Active
12946-05	2013-10-01	2017-09-30	2014-01-08	F20	20	150	91	Public	9141	Yes	61	Northwest Territories		Inuvik	Inuvik	Northwest Territories	Territoires du Nord-Ouest	161	International Brotherhood of Electrical Workers	Fraternité internationale des ouvriers en électricité	1	AFL-CIO/CLC	FAT-COI/CTC	7	7 - Trades, transport and equipment operators and related occupations	7 - Métiers, transport, machinerie et domaines apparentés	Nasittuq Corporation	Nasittuq Corporation	Active
12953-04	2013-04-01	2018-03-31	2013-04-01	F20	20	11	91	Public	914110	No	24	Quebec		Mashteuiatsh	Mashteuiatsh	Quebec	Québec	2756	Association des policiers de Mashteuiatsh	Association des policiers de Mashteuiatsh	9	Independent-local	Synd. ind. local	4311	4311 - Police officers (except commissioned)	4311 - Policiers/policières (sauf cadres supérieurs)	Conseil des Montagnais Lac-St-Jean	Conseil des Montagnais Lac-St-Jean	Active
12957-06	2014-11-03	2017-11-02	2015-04-24	F20	20	64	49	Private	492110	No	59	British Columbia		Province wide	à l'échelle de la province	British Columbia	Colombie-Britannique	606	Unifor	Unifor	3	CLC	CTC	7514	7514 - Delivery and courier service drivers	7514 - Chauffeurs-livreurs/chauffeuses-livreuses - services de livraison et de messagerie	Information Communications Services (ICS) Inc.	Information Communications Services (ICS) Inc.	Active
12958-05	2015-06-01	2020-05-31	2015-06-01	F20	20	10	48	Private	488310	No	59	British Columbia		Nanaimo	Nanaimo	British Columbia	Colombie-Britannique	257	International Longshore and Warehouse Union Canada	International Longshore and Warehouse Union Canada	3	CLC	CTC	1411	1411 - General office support workers	1411 - Employés de soutien de bureau généraux/employées de soutien de bureau générales	Nanaimo Port Authority	Nanaimo Port Authority	Current
12959-04	2012-02-29	2018-10-31	2012-02-29	F20	20	50	48	Private	484110	No	24	Quebec		Montréal	Montréal	Quebec	Québec	420	Teamsters Canada	Teamsters Canada	16	CtW/CLC	CtW/CLC	7	7 - Trades, transport and equipment operators and related occupations	7 - Métiers, transport, machinerie et domaines apparentés	Services Transport Trac-World Inc.	Services Transport Trac-World Inc.	Current
12960-05	2016-09-01	2019-08-31	2017-07-13	F20	20	150	51	Private	517112	Yes	24	Quebec		Montréal	Montréal	Quebec	Québec	493	Syndicat des employées et employés de MusiquePlus	Syndicat des employées et employés de MusiquePlus	13	CSQ	CSQ	5225	5225 - Audio and video recording technicians	5225 - Techniciens/techniciennes en enregistrement audio et vidéo	MusiquePlus Inc.	MusiquePlus Inc.	Current
12961-04	2017-02-19	2021-12-31	2017-03-07	F20	20	11	48	Private	484110	No	24	Quebec		Montréal	Montréal	Quebec	Québec	420	Teamsters Canada	Teamsters Canada	16	CtW/CLC	CtW/CLC	7511	7511 - Transport truck drivers	7511 - Conducteurs/conductrices de camions de transport	Transport Hervé Lemieux (1975) Inc. (Courtiers)	Transport Hervé Lemieux (1975) Inc. (Courtiers)	Current
12965-04	2014-03-01	2018-02-28	2015-04-01	F20	20	7	48	Private	488190	No	59	British Columbia		Fort St. John	Fort St. John	British Columbia	Colombie-Britannique	599	Public Service Alliance of Canada	Alliance de la Fonction publique du Canada	3	CLC	CTC	7315	7315 - Aircraft mechanics and aircraft inspectors	7315 - Mécaniciens/mécaniciennes et contrôleurs/contrôleuses d'aéronefs	North Peace Airport Services	North Peace Airport Services	Active
12968-04	2013-12-19	2018-09-30	2013-12-19	F20	20	800	56	Private	561613	Yes	24	Quebec		Province wide	à l'échelle de la province	Quebec	Québec	600	Canadian Union of Public Employees	Syndicat canadien de la fonction publique	3	CLC	CTC	6541	6541 - Security guards and related security service occupations	6541 - Agents/agentes de sécurité et personnel assimilé des services de sécurité	Société en commandite Garda - transport de valeurs	Société en commandite Garda - transport de valeurs	Current
12969-06	2015-04-01	2018-03-31	2015-08-21	F20	20	1200	48	Private	488119	Yes	59	British Columbia		Vancouver	Vancouver	British Columbia	Colombie-Britannique	270	International Association of Machinists and Aerospace Workers	Association internationale des machinistes et des travailleurs et travailleuses de l'aérospatiale	1	AFL-CIO/CLC	FAT-COI/CTC	6541	6541 - Security guards and related security service occupations	6541 - Agents/agentes de sécurité et personnel assimilé des services de sécurité	G4S Secure Solutions (Canada) Ltd.	G4S Secure Solutions (Canada) Ltd.	Active
12971-06	2014-04-01	2016-03-31	2014-08-06	F20	20	22	91	Public	914110	No	61	Northwest Territories		Yellowknife	Yellowknife	Northwest Territories	Territoires du Nord-Ouest	599	Public Service Alliance of Canada	Alliance de la Fonction publique du Canada	3	CLC	CTC	1224	1224 - Property administrators	1224 - Agents/agentes de gestion immobilière	Aklavik Housing Association	Aklavik Housing Association	Active
12972-04	2013-04-01	2016-03-31	2013-04-01	F20	20	6	56	Private	561612	No	99	Multiprovince		Victoria	Victoria	British Columbia	Colombie-Britannique	599	Public Service Alliance of Canada	Alliance de la Fonction publique du Canada	3	CLC	CTC	6541	6541 - Security guards and related security service occupations	6541 - Agents/agentes de sécurité et personnel assimilé des services de sécurité	Canadian Corps of Commissionaires and Yukon Division	Canadian Corps of Commissionaires and Yukon Division	Active
12983-04	2013-02-02	2016-02-01	2013-02-02	F20	20	44	48	Private	484121	No	24	Quebec		Saint-Côme--Linière	Saint-Côme--Linière	Quebec	Québec	2811	Association des chauffeurs de Transport Loignon Champ-Carr	Association des chauffeurs de Transport Loignon Champ-Carr	9	Independent-local	Synd. ind. local	7511	7511 - Transport truck drivers	7511 - Conducteurs/conductrices de camions de transport	Transport Loignon Champ-Carr Inc.	Transport Loignon Champ-Carr Inc.	Active
12994-03	2014-08-05	2019-04-30	2014-08-05	F20	20	58	49	Private	492210	No	24	Quebec		Québec	Québec	Quebec	Québec	420	Teamsters Canada	Teamsters Canada	16	CtW/CLC	CtW/CLC	7514	7514 - Delivery and courier service drivers	7514 - Chauffeurs-livreurs/chauffeuses-livreuses - services de livraison et de messagerie	Dynamex Canada Corp.	Dynamex Canada Corp.	Current
12995-05	2015-04-01	2019-03-31	2017-07-06	F20	20	79	91	Public	914110	No	13	New Brunswick		Burnt Church 14	Burnt Church 14	New Brunswick	Nouveau-Brunswick	599	Public Service Alliance of Canada	Alliance de la Fonction publique du Canada	3	CLC	CTC	4	4 - Occupations in education, law and social, community and government services	4 - Enseignement, droit et services sociaux, communautaires et gouvernementaux	Esgenoôpetitj (Burnt Church) First Nation Government	Esgenoôpetitj (Burnt Church) First Nation Government	Current
13008-07	2015-04-01	2025-03-31	2015-11-17	F20	20	7150	48	Private	481110	Yes	99	Multiprovince		Canada wide	à l'échelle du Canada	Multiprovince	Multiprovince	600	Canadian Union of Public Employees	Syndicat canadien de la fonction publique	3	CLC	CTC	6522	6522 - Pursers and flight attendants	6522 - Commissaires et agents/agentes de bord	Air Canada	Air Canada	Current
13016-04	2014-03-13	2017-12-31	2014-03-13	F20	20	26	48	Private	484110	No	24	Quebec		Trois-Rivières	Trois-Rivières	Quebec	Québec	606	Unifor	Unifor	3	CLC	CTC	7531	7531 - Railway yard and track maintenance workers	7531 - Ouvriers/ouvrières de gares de triage et à l'entretien de la voie ferrée	Somavrac Inc.	Somavrac Inc.	Active
13025-06	2014-10-01	2017-09-30	2015-05-05	F20	20	76	48	Private	483115	No	59	British Columbia		Province wide	à l'échelle de la province	British Columbia	Colombie-Britannique	643	Canadian Merchant Service Guild	Guilde de la marine marchande du Canada	8	Independent-natl.	Synd. ind. national	2273	2273 - Deck officers, water transport	2273 - Officiers/officières de pont du transport par voies navigables	Island Tug & Barge Ltd.	Island Tug & Barge Ltd.	Active
13033-04	2017-03-04	2022-03-05	2016-09-16	F20	20	110	48	Private	484121	Yes	24	Quebec		Amos	Amos	Quebec	Québec	420	Teamsters Canada	Teamsters Canada	16	CtW/CLC	CtW/CLC	7511	7511 - Transport truck drivers	7511 - Conducteurs/conductrices de camions de transport	Bergeron Maybois (Albany Bergeron & Fils Inc.)	Bergeron Maybois (Albany Bergeron & Fils Inc.)	Current
13036-03	2011-06-01	2017-05-31	2011-06-01	F20	20	17	33	Private	336611	No	24	Quebec		Québec	Québec	Quebec	Québec	643	Canadian Merchant Service Guild	Guilde de la marine marchande du Canada	8	Independent-natl.	Synd. ind. national	2273	2273 - Deck officers, water transport	2273 - Officiers/officières de pont du transport par voies navigables	Desgagnés Marine Petro Inc.	Desgagnés Marine Petro Inc.	Active
13037-03	2012-01-15	2017-01-14	2012-01-15	F20	20	19	49	Private	492110	No	24	Quebec		Trois-Rivières	Trois-Rivières	Quebec	Québec	420	Teamsters Canada	Teamsters Canada	16	CtW/CLC	CtW/CLC	7511	7511 - Transport truck drivers	7511 - Conducteurs/conductrices de camions de transport	Insurance Courrier Services (Div.Info. commun. serv.(I.C.S.) Inc.)	Insurance Courrier Services (Div.Info. commun. serv.(I.C.S.) Inc.)	Active
13039-05	2015-01-01	2017-12-31	2015-10-15	F20	20	290	51	Private	515120	Yes	48	Alberta		Edmonton	Edmonton	Alberta	Alberta	606	Unifor	Unifor	3	CLC	CTC	5225	5225 - Audio and video recording technicians	5225 - Techniciens/techniciennes en enregistrement audio et vidéo	CFRN-TV and CFCN-TV, Divisions of Bell Media Inc.	CFRN-TV and CFCN-TV, Divisions of Bell Media Inc.	Active
13048-05	2015-04-07	2018-04-06	2015-04-07	F20	20	23	48	Private	488119	No	10	Newfoundland and Labrador		Gander	Gander	Newfoundland and Labrador	Terre-Neuve-et-Labrador	599	Public Service Alliance of Canada	Alliance de la Fonction publique du Canada	3	CLC	CTC	1411	1411 - General office support workers	1411 - Employés de soutien de bureau généraux/employées de soutien de bureau générales	Gander International Airport Authority	Gander International Airport Authority	Active
13050-05	2013-01-01	2016-12-31	2014-02-26	F20	20	1070	51	Private	515120	Yes	24	Quebec		Montréal	Montréal	Quebec	Québec	600	Canadian Union of Public Employees	Syndicat canadien de la fonction publique	3	CLC	CTC	5225	5225 - Audio and video recording technicians	5225 - Techniciens/techniciennes en enregistrement audio et vidéo	Groupe TVA Inc.	Groupe TVA inc.	Active
13051-04	2014-05-01	2019-04-30	2014-12-17	F20	20	72	48	Private	484121	No	24	Quebec		Verchères	Verchères	Quebec	Québec	489	United Steel, Paper and Forestry, Rubber, Manufacturing, Energy, Allied Industrial and Service Workers Intl. Union	Synd. intl. des travailleurs unis en métallurgie, papier, foresterie, caoutchouc, fabrication, énergie, services, etc.	1	AFL-CIO/CLC	FAT-COI/CTC	7511	7511 - Transport truck drivers	7511 - Conducteurs/conductrices de camions de transport	Transport Hervé Lemieux (1975) Inc.	Transport Hervé Lemieux (1975) inc.	Current
13052-05	2017-12-06	2018-12-31		F20	20	40	91	Public	914110	No	35	Ontario		Garden River 14	Garden River 14	Ontario	Ontario	599	Public Service Alliance of Canada	Alliance de la Fonction publique du Canada	3	CLC	CTC	4311	4311 - Police officers (except commissioned)	4311 - Policiers/policières (sauf cadres supérieurs)	Police Governing Authority (Anishinabek Police Service)	Police Governing Authority (Anishinabek Police Service)	Current
13060-06	2013-01-01	2016-12-31	2013-09-12	F20	20	15	48	Private	481110	No	35	Ontario		North Bay	North Bay	Ontario	Ontario	599	Public Service Alliance of Canada	Alliance de la Fonction publique du Canada	3	CLC	CTC	7	7 - Trades, transport and equipment operators and related occupations	7 - Métiers, transport, machinerie et domaines apparentés	North Bay Jack Garland Airport Corporation	North Bay Jack Garland Airport Corporation	Active
13063-04	2013-04-01	2017-04-01	2013-07-16	F20	20	46	54	Private	541330	No	99	Multiprovince		Province wide	à l'échelle de la province	Quebec	Québec	390	Seafarers' International Union of Canada	Syndicat international des marins du Canada	1	AFL-CIO/CLC	FAT-COI/CTC	2273	2273 - Deck officers, water transport	2273 - Officiers/officières de pont du transport par voies navigables	Biorex inc.	Biorex inc.	Active
13068-04	2015-03-01	2020-02-28	2015-04-22	F20	20	65	48	Private	484110	No	24	Quebec		Lac-Beauport	Lac-Beauport	Quebec	Québec	528	Fédération du commerce inc.	Fédération du commerce inc.	4	CSN	CSN	7511	7511 - Transport truck drivers	7511 - Conducteurs/conductrices de camions de transport	Transport Lavoie Ltée	Transport Lavoie Ltée	Current
13072-04	2013-12-09	2016-12-31	2013-12-09	F20	20	140	51	Private	515120	Yes	24	Quebec		Montréal	Montréal	Quebec	Québec	682	Fédération nationale des communications	Fédération nationale des communications	4	CSN	CSN	7611	7611 - Construction trades helpers and labourers	7611 - Aides de soutien des métiers et manoeuvres en construction	Le Réseau des Sports (RDS) Inc.	Le Réseau des Sports (RDS) Inc.	Active
13077-05	2014-12-04	2018-11-30	2014-12-04	F20	20	170	51	Private	517910	Yes	99	Multiprovince		Province wide	à l'échelle de la province	Quebec	Québec	606	Unifor	Unifor	3	CLC	CTC	1411	1411 - General office support workers	1411 - Employés de soutien de bureau généraux/employées de soutien de bureau générales	Expertech Network Installation Inc.	Expertech bâtisseur de réseaux inc	Current
13080-04	2012-01-15	2017-01-14	2012-01-15	F20	20	10	49	Private	492110	No	24	Quebec		Montréal	Montréal	Quebec	Québec	420	Teamsters Canada	Teamsters Canada	16	CtW/CLC	CtW/CLC	7511	7511 - Transport truck drivers	7511 - Conducteurs/conductrices de camions de transport	Insurance Courier Servives, Division de l'Information Communication Service(ICS) Inc	Insurance Courier Servives, Division de l'Information Communication Service(ICS) Inc	Active
13084-05	2016-04-01	2020-03-31	2016-05-20	F20	20	34	48	Private	481214	Yes	59	British Columbia		Victoria	Victoria	British Columbia	Colombie-Britannique	599	Public Service Alliance of Canada	Alliance de la Fonction publique du Canada	3	CLC	CTC	7	7 - Trades, transport and equipment operators and related occupations	7 - Métiers, transport, machinerie et domaines apparentés	Victoria Airport Authority	Victoria Airport Authority	Current
13088-02	2013-02-01	2020-01-31	2013-01-31	F20	20	170	21	Private	213119	Yes	61	Northwest Territories		Province wide	à l'échelle de la province	Northwest Territories	Territoires du Nord-Ouest	530	Christian Labour Association of Canada	Association Chrétienne du travail du Canada	8	Independent-natl.	Synd. ind. national	7	7 - Trades, transport and equipment operators and related occupations	7 - Métiers, transport, machinerie et domaines apparentés	Procon Miners Inc.	Procon Miners Inc.	Current
13090-05	2013-09-01	2016-08-31	2014-12-08	F20	20	18	31	Private	311211	No	24	Quebec		Montréal	Montréal	Quebec	Québec	822	Centrale des syndicats démocratiques (directly chartered unions)	Centrale des syndicats démocratiques (Syndicats à charte directe)	6	CSD	CSD	943	943 - Machine operators and related workers in pulp and paper production and wood processing and man	943 - Opérateurs/opératrices de machines dans la production des pâtes et papiers et dans la transfor	Parrish & Heimbecker Limité	Parrish & Heimbecker Limité	Active
13104-07	2013-05-28	2015-10-31	2013-05-28	F10	10	67	91	Public	911110	No	24	Quebec		Montréal	Montréal	Quebec	Québec	599	Public Service Alliance of Canada	Alliance de la Fonction publique du Canada	3	CLC	CTC	7	7 - Trades, transport and equipment operators and related occupations	7 - Métiers, transport, machinerie et domaines apparentés	Canadian Forces Base	Base des Forces canadiennes	Active
13118-04	2016-01-01	2020-12-31	2016-01-23	F20	20	27	48	Private	484121	No	48	Alberta		Edmonton	Edmonton	Alberta	Alberta	420	Teamsters Canada	Teamsters Canada	16	CtW/CLC	CtW/CLC	7511	7511 - Transport truck drivers	7511 - Conducteurs/conductrices de camions de transport	YRC Reimer Express Lines Ltd.	YRC Reimer Express Lines Ltd.	Current
13119-04	2016-02-01	2020-01-31	2016-05-16	F20	20	21	54	Private	541620	No	35	Ontario		Mississauga	Mississauga	Ontario	Ontario	420	Teamsters Canada	Teamsters Canada	16	CtW/CLC	CtW/CLC	9	9 - Occupations in manufacturing and utilities	9 - Fabrication et services d'utilité publique	Clean Harbors Canada, Inc.	Clean Harbors Canada, Inc.	Current
13120-02	2012-01-01	2016-12-31	2012-01-01	F20	20	5	48	Private	483115	No	24	Quebec		Québec	Québec	Quebec	Québec	643	Canadian Merchant Service Guild	Guilde de la marine marchande du Canada	8	Independent-natl.	Synd. ind. national	2273	2273 - Deck officers, water transport	2273 - Officiers/officières de pont du transport par voies navigables	Océan Remorquage Québec Inc.	Océan Remorquage Québec inc.	Active
